priority,rule_id,domain,category,executable,immutable,severity,status,trigger_en,trigger_expr,action_en,agronomic_basis,yield_impact,confidence,source_tier,recoverability,source_class,references,review_outcome,reviewer,review_date,review_comment_mr
P3,D03-WS-002,D03,WS,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Water supply assessed as marginal,,Recommend a lined farm pond to capture monsoon runoff for the October to February period. This stores the water that the drainage channels are already carrying away.,"Monsoon water must be removed from the root zone to prevent soft rot, and the same water is short four months later. Storage converts a disposal problem into a supply solution.",Reduces exposure to both the waterlogging pathway and the late-season exhaustion pathway.,0.75,B,full,DERIVED,Domain 3 water budget | Domain 10 farm pond subsidy,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D04-BI-001,D04,BI,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Seed treatment being planned,,"After the chemical treatment and shade drying, dip seed in Azospirillum 25 g plus PSB 25 g per litre for 10 to 15 minutes. Ten litres treats 100 to 120 kg of seed.",Azospirillum fixes nitrogen and PSB releases fixed phosphorus. PSB is directly relevant on calcareous soil where applied phosphorus binds with calcium.,Not separately quantified. Supports the phosphorus availability problem identified in Domain 2.,0.8,A,none,SRC-Q,Agrowon - Dr. Kadam seed treatment sequence,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D04-DG-002,D04,DG,no,no,yellow,PHASE_1_RAW_UNVALIDATED,leaf_yellowing_pattern is interveinal_new,,"Diagnose as iron or zinc lock-up, not nitrogen deficiency. Recommend foliar micronutrient spray. Do NOT apply urea.","Iron and zinc are immobile in the plant, so deficiency appears in new growth first. Nitrogen is mobile and is withdrawn from old leaves first, so nitrogen deficiency appears in old growth. Leaf age is therefore a reliable discriminator.",Directs the 0.11 micronutrient correction to the right cause and prevents an ineffective nitrogen application.,0.88,A,partial,SRC-D,Domain 4 diagnosis table | Krishi Jagran calcareous yellowing in turmeric,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D04-FG-003,D04,FG,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Published fertigation schedule about to be applied as printed,,"Scale it down in proportion to the actual yield target. Total MOP in the printed schedule is about 207 kg per acre, roughly double the Maharashtra official potassium figure.","Fertigation splits nutrients into small frequent doses which raises efficiency, but the printed totals target a higher yield than the validated ceiling for this belt. Nutrient requirement scales with expected yield.",Prevents systematic over-application and unnecessary cost.,0.75,A,full,DERIVED,Agrowon fertigation schedule | Domain 1 yield ceiling | Agrowon - Dr. Kadam official dose,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D04-NP-001,D04,NP,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Dose setting AND soil_test_available is false,,"Use the safe starting range: 40 to 48 kg N, 20 to 30 kg P, 40 to 60 kg K per acre. Keep nitrogen at the lower end and potassium at the upper end. Mark confidence MEDIUM and tell the user a soil test would sharpen this.","State recommendations range from 28 to 51 kg N per acre. The highest uptake in semi-arid conditions was recorded at a lower nitrogen dose, and Kannad is semi-arid. The Mahima-specific trial also points to less phosphorus and more potassium, which suits calcareous soil where phosphorus is fixed.","Both extremes are documented as harmful â€” deficiency limits yield, and indiscriminate use degrades soil physical, chemical and biological condition and reduces yield significantly.",0.78,A,full,DERIVED,IntechOpen INM chapter | Int. J. Adv. Biochem. Res. 2025 Mahima trial | Agrowon - Dr. Kadam,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D04-OR-001,D04,OR,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Basal application being planned,,"Include neem cake 300 to 400 kg per acre at basal, with a second 300 to 400 kg at earthing up. Rank it high in the recommendation list.","Neem cake at 2 tonnes per hectare with NPK increased yield AND reduced rhizome rot incidence in Kerala trials. Separately it produced the highest available nitrogen when combined with half the urea dose. It also suppresses nematodes, which are a documented entry route for both soft rot and bacterial wilt.",Acts across three domains simultaneously. Not separately quantified but supports several u-values.,0.85,A,partial,SRC-Q,Sarma et al 2001 | IISR Annual Report 2002 | extension nematode guidance,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
P3,D04-PP-001,D04,PP,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Phosphorus application scheduled,,Apply the full phosphorus dose as basal at land preparation. Phosphorus is immobile and is needed early for root development.,"All state recommendations agree on full basal phosphorus. It does not move in soil, so top-dressing later does not reach the root zone.",Part of the overall nutrition schedule; not separately quantified.,0.9,A,none,SRC-Q,Agrowon - Dr. Kadam | Kerala and Karnataka packages,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D04-PP-002,D04,PP,no,no,yellow,PHASE_1_RAW_UNVALIDATED,soil_free_lime_pct elevated OR soil_ph greater than 7.5,,Band the phosphorus with organic matter rather than broadcasting. Use PSB in the seed treatment. Do NOT increase the phosphorus dose to compensate for fixation.,In calcareous soil applied phosphorus binds with calcium into unavailable calcium phosphate. Banding reduces soil contact and so reduces fixation; organic acids from decomposing matter keep more of it available; phosphate solubilising bacteria release part of the fixed pool.,Prevents wasted input rather than adding yield. Also explains why the Mahima-specific trial uses lower phosphorus than the general schedule.,0.8,B,none,DERIVED,Domain 2 fixation mechanism | Int. J. Adv. Biochem. Res. 2025 | Agrowon fertigation phosphoric acid,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D05-CH-002,D05,CH,no,no,yellow,PHASE_1_RAW_UNVALIDATED,A chemical option is about to be presented,,"Emit the molecule name, group and source-reported dose, and append that CIB&RC label claim for ginger must be verified and label dose and pre-harvest interval followed. Always show biological and cultural options above it.","Ginger is a minor crop, so many insecticides lack a specific ginger label claim. Being recommended in extension literature and being registered on the label are different things.",Regulatory compliance rather than yield.,0.85,A,full,DERIVED,Agrowon - Mali & Mahajan doses | CIB&RC minor crop position,LEGAL_REVIEW_REQUIRED,Kuldip — Agronomy Compliance Owner,2026-09-22,"रासायनिक निविष्ठा नियमन (CIB&RC/FSSAI) — agronomy intent बरोबर आहे, पण production sign-off साठी current CIB label + FSSAI MRL verification अनिवार्य."
P3,D05-CH-004,D05,CH,no,no,yellow,PHASE_1_RAW_UNVALIDATED,Chemical spray scheduled AND the same group was used in the previous application,,"Alternate the mode of action group, not merely the product name. Track the group of the last two applications and select a different one.","Source instructs alternating chemicals. Two products with different trade names but the same mode of action do not break resistance selection, so the group is what must change.",Preserves the useful life of the available molecules.,0.8,A,full,DERIVED,Agrowon - Mali & Mahajan | Domain 6 fungicide rotation rule,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D05-LC-001,D05,LC,no,no,yellow,PHASE_1_RAW_UNVALIDATED,straight_line_holes_in_whorl is true,,Identify as leaf eating caterpillar. Collect and destroy larvae and pupae. Chemical control only if damage is widespread.,"The caterpillar bores through the rolled whorl at one point, so when the leaf unfurls the single hole appears as a row of holes in a straight line. This is highly specific and unambiguous.","u = 0.05, foliage damage only.",0.85,A,partial,SRC-Q,Agrowon - Mali & Mahajan,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D05-NE-002,D05,NE,no,no,yellow,PHASE_1_RAW_UNVALIDATED,FYM application scheduled,,Mix Trichoderma 2 kg per acre into about 250 kg of FYM at planting. This serves nematodes and soft rot together.,"Trichoderma is recommended for nematode suppression and independently for soft rot control. It needs an organic carrier to colonise, so mixing into FYM is not incidental.","u = 0.08 for omission, acting across both pest and disease pathways.",0.8,A,none,SRC-Q,Agrowon - Mali & Mahajan | Krishi app blog rates | CJAST 2020 soft rot review,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D05-RF-002,D05,RF,no,no,yellow,PHASE_1_RAW_UNVALIDATED,"Month is July, August or September AND exposed_rhizomes_observed is true",,Cover exposed rhizomes with soil immediately. Rhizome fly larvae enter through exposed rhizomes.,Source states the entry route is exposed rhizomes and gives the explicit instruction to cover them during July to September.,Direct prevention of the entry event that starts the rot chain.,0.88,A,partial,SRC-Q,Agrowon - Mali & Mahajan,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,Rule intent agronomically sound. Source tier आणि local validation gap लक्षात घेता CONDITIONAL — Season 1 field observation आणि source_tier upgrade नंतर COMPLIANT ला elevate होईल.
P3,D05-SH-002,D05,SH,no,no,yellow,PHASE_1_RAW_UNVALIDATED,stem_hole_with_webbing is true,,"Confirm shoot borer with a live larva inside. Remove and destroy the affected shoot. If incidence exceeds about 5 percent, check the light trap; above about 10 percent consider chemical control.","Source states that a hole in the stem means the larva is alive inside, and that webbing is visible over the hole. This makes the pest verifiable by the farmer, so it can be handled on scouting rather than on calendar.",u = 0.05 to 0.10.,0.85,A,partial,SRC-Q,Agrowon - Mali & Mahajan diagnostic signs,CONDITIONAL,Kuldip — Agronomy Compliance Owner,2026-09-22,AGRO_GUARDIAN_CUSTOM (L4) threshold — architecture बरोबर आहे पण Season 1 field data / institutional (ICAR/VNMKV/IMD) source ने calibrate होणे आवश्यक. CONDITIONAL.
